timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Inicio de Sesion (ms),IdleTime,Connect,Agregar Registro (ms),Modificar registro (ms),Eliminar Registro (ms)
1610758774606,13,HTTP Request,200,OK,Thread Group 1-1,text,true,,2810,117,1,1,http://192.168.1.66/,13,0,2
1610758774653,7,HTTP Request,200,OK,Thread Group 1-2,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758774703,7,HTTP Request,200,OK,Thread Group 1-3,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,0
1610758774752,6,HTTP Request,200,OK,Thread Group 1-4,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758774802,7,HTTP Request,200,OK,Thread Group 1-5,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758774854,6,HTTP Request,200,OK,Thread Group 1-6,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758774902,6,HTTP Request,200,OK,Thread Group 1-7,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758774951,6,HTTP Request,200,OK,Thread Group 1-8,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775002,8,HTTP Request,200,OK,Thread Group 1-9,text,true,,2810,117,1,1,http://192.168.1.66/,8,0,1
1610758775052,6,HTTP Request,200,OK,Thread Group 1-10,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775102,7,HTTP Request,200,OK,Thread Group 1-11,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,2
1610758775152,6,HTTP Request,200,OK,Thread Group 1-12,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775201,6,HTTP Request,200,OK,Thread Group 1-13,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775253,6,HTTP Request,200,OK,Thread Group 1-14,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758775303,6,HTTP Request,200,OK,Thread Group 1-15,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775352,6,HTTP Request,200,OK,Thread Group 1-16,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775401,10,HTTP Request,200,OK,Thread Group 1-17,text,true,,2810,117,1,1,http://192.168.1.66/,9,0,1
1610758775453,8,HTTP Request,200,OK,Thread Group 1-18,text,true,,2810,117,1,1,http://192.168.1.66/,8,0,1
1610758775503,8,HTTP Request,200,OK,Thread Group 1-19,text,true,,2810,117,1,1,http://192.168.1.66/,8,0,1
1610758775552,7,HTTP Request,200,OK,Thread Group 1-20,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,0
1610758775603,6,HTTP Request,200,OK,Thread Group 1-21,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775653,6,HTTP Request,200,OK,Thread Group 1-22,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775703,6,HTTP Request,200,OK,Thread Group 1-23,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758775751,7,HTTP Request,200,OK,Thread Group 1-24,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758775803,5,HTTP Request,200,OK,Thread Group 1-25,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758775853,5,HTTP Request,200,OK,Thread Group 1-26,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758775902,7,HTTP Request,200,OK,Thread Group 1-27,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758775951,7,HTTP Request,200,OK,Thread Group 1-28,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758776002,6,HTTP Request,200,OK,Thread Group 1-29,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776053,5,HTTP Request,200,OK,Thread Group 1-30,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758776101,6,HTTP Request,200,OK,Thread Group 1-31,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776151,6,HTTP Request,200,OK,Thread Group 1-32,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776201,5,HTTP Request,200,OK,Thread Group 1-33,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758776253,6,HTTP Request,200,OK,Thread Group 1-34,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776301,7,HTTP Request,200,OK,Thread Group 1-35,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,2
1610758776351,6,HTTP Request,200,OK,Thread Group 1-36,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776402,7,HTTP Request,200,OK,Thread Group 1-37,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758776453,5,HTTP Request,200,OK,Thread Group 1-38,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758776501,6,HTTP Request,200,OK,Thread Group 1-39,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776551,6,HTTP Request,200,OK,Thread Group 1-40,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776601,6,HTTP Request,200,OK,Thread Group 1-41,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776652,5,HTTP Request,200,OK,Thread Group 1-42,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758776703,6,HTTP Request,200,OK,Thread Group 1-43,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758776752,6,HTTP Request,200,OK,Thread Group 1-44,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758776801,6,HTTP Request,200,OK,Thread Group 1-45,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776852,5,HTTP Request,200,OK,Thread Group 1-46,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758776903,6,HTTP Request,200,OK,Thread Group 1-47,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758776951,6,HTTP Request,200,OK,Thread Group 1-48,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777001,6,HTTP Request,200,OK,Thread Group 1-49,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777052,6,HTTP Request,200,OK,Thread Group 1-50,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777102,5,HTTP Request,200,OK,Thread Group 1-51,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758777152,6,HTTP Request,200,OK,Thread Group 1-52,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758777201,5,HTTP Request,200,OK,Thread Group 1-53,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758777252,5,HTTP Request,200,OK,Thread Group 1-54,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758777301,6,HTTP Request,200,OK,Thread Group 1-55,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777352,6,HTTP Request,200,OK,Thread Group 1-56,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777402,6,HTTP Request,200,OK,Thread Group 1-57,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758777451,7,HTTP Request,200,OK,Thread Group 1-58,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758777501,7,HTTP Request,200,OK,Thread Group 1-59,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758777551,6,HTTP Request,200,OK,Thread Group 1-60,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777601,6,HTTP Request,200,OK,Thread Group 1-61,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777652,6,HTTP Request,200,OK,Thread Group 1-62,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758777702,7,HTTP Request,200,OK,Thread Group 1-63,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758777751,9,HTTP Request,200,OK,Thread Group 1-64,text,true,,2810,117,1,1,http://192.168.1.66/,9,0,1
1610758777801,6,HTTP Request,200,OK,Thread Group 1-65,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777851,6,HTTP Request,200,OK,Thread Group 1-66,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777901,6,HTTP Request,200,OK,Thread Group 1-67,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758777952,5,HTTP Request,200,OK,Thread Group 1-68,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758778003,5,HTTP Request,200,OK,Thread Group 1-69,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758778051,8,HTTP Request,200,OK,Thread Group 1-70,text,true,,2810,117,1,1,http://192.168.1.66/,8,0,1
1610758778102,7,HTTP Request,200,OK,Thread Group 1-71,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758778152,6,HTTP Request,200,OK,Thread Group 1-72,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758778201,7,HTTP Request,200,OK,Thread Group 1-73,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758778251,7,HTTP Request,200,OK,Thread Group 1-74,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758778301,7,HTTP Request,200,OK,Thread Group 1-75,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758778352,8,HTTP Request,200,OK,Thread Group 1-76,text,true,,2810,117,1,1,http://192.168.1.66/,8,0,1
1610758778402,8,HTTP Request,200,OK,Thread Group 1-77,text,true,,2810,117,1,1,http://192.168.1.66/,8,0,0
1610758778451,7,HTTP Request,200,OK,Thread Group 1-78,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758778502,8,HTTP Request,200,OK,Thread Group 1-79,text,true,,2810,117,1,1,http://192.168.1.66/,8,0,0
1610758778551,6,HTTP Request,200,OK,Thread Group 1-80,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758778602,5,HTTP Request,200,OK,Thread Group 1-81,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758778652,6,HTTP Request,200,OK,Thread Group 1-82,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758778701,5,HTTP Request,200,OK,Thread Group 1-83,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758778751,6,HTTP Request,200,OK,Thread Group 1-84,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758778801,6,HTTP Request,200,OK,Thread Group 1-85,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758778853,6,HTTP Request,200,OK,Thread Group 1-86,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758778901,7,HTTP Request,200,OK,Thread Group 1-87,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758778950,7,HTTP Request,200,OK,Thread Group 1-88,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758779002,6,HTTP Request,200,OK,Thread Group 1-89,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,0
1610758779052,6,HTTP Request,200,OK,Thread Group 1-90,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758779101,6,HTTP Request,200,OK,Thread Group 1-91,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758779151,7,HTTP Request,200,OK,Thread Group 1-92,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758779202,5,HTTP Request,200,OK,Thread Group 1-93,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,1
1610758779251,5,HTTP Request,200,OK,Thread Group 1-94,text,true,,2810,117,1,1,http://192.168.1.66/,5,0,0
1610758779301,7,HTTP Request,200,OK,Thread Group 1-95,text,true,,2810,117,1,1,http://192.168.1.66/,7,0,1
1610758779352,6,HTTP Request,200,OK,Thread Group 1-96,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758779401,6,HTTP Request,200,OK,Thread Group 1-97,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758779451,6,HTTP Request,200,OK,Thread Group 1-98,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758779501,6,HTTP Request,200,OK,Thread Group 1-99,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
1610758779551,6,HTTP Request,200,OK,Thread Group 1-100,text,true,,2810,117,1,1,http://192.168.1.66/,6,0,1
